Nums:27
  0,   320,  9480,  6807
 54,   367,  7920,  5790
 55,   368,  7891,  5771
 56,   369,  7862,  5752
134,   436,  6515,  4818
135,   437,  6498,  4806
136,   438,  6480,  4794
231,   520,  5395,  4015
232,   521,  5384,  4007
233,   522,  5372,  3998
309,   587,  4749,  3546
311,   588,  4732,  3535
382,   649,  4275,  3196
383,   650,  4269,  3191
384,   651,  4262,  3186
452,   708,  3905,  2922
453,   709,  3900,  2918
454,   710,  3894,  2914
525,   771,  3581,  2681
527,   772,  3572,  2674
595,   830,  3320,  2487
597,   831,  3312,  2481
645,   872,  3157,  2365
647,   873,  3150,  2360
687,   907,  3030,  2271
688,   908,  3027,  2269
689,   909,  3024,  2266
