Nums:144,,,
0,498,5668,3375
4,500,5649,3363
32,510,5517,3277
45,515,5456,3237
58,520,5395,3197
71,525,5334,3157
83,530,5277,3120
95,535,5221,3083
107,540,5165,3046
118,545,5113,3012
131,550,5068,2983
143,555,5026,2957
154,560,4988,2932
166,565,4946,2906
176,570,4912,2884
187,575,4874,2859
198,580,4835,2835
208,585,4801,2813
219,590,4763,2788
230,595,4724,2764
239,600,4693,2744
268,615,4591,2680
278,620,4556,2658
288,625,4521,2636
298,630,4486,2614
308,635,4451,2592
317,640,4419,2573
326,645,4388,2553
334,650,4360,2536
343,655,4329,2517
360,665,4270,2481
369,670,4239,2461
386,680,4181,2425
403,690,4122,2389
411,695,4095,2373
417,699,4075,2360
426,705,4045,2342
434,710,4018,2325
440,714,3998,2313
462,729,3923,2267
472,735,3890,2247
478,739,3869,2234
485,744,3845,2220
492,749,3821,2205
500,755,3794,2189
507,760,3770,2174
513,764,3749,2162
519,769,3729,2149
526,774,3705,2135
533,779,3681,2120
541,785,3654,2104
547,789,3634,2092
553,794,3614,2080
560,799,3592,2066
566,804,3572,2055
572,809,3552,2043
584,819,3513,2019
590,824,3493,2007
596,829,3473,1996
602,834,3454,1984
608,839,3434,1972
614,844,3414,1960
626,854,3374,1936
638,864,3334,1912
649,874,3297,1890
659,884,3265,1871
702,924,3126,1789
741,964,3000,1714
750,974,2971,1697
759,984,2942,1680
767,993,2917,1665
776,1002,2889,1649
786,1013,2857,1630
796,1024,2826,1612
827,1063,2731,1557
835,1073,2707,1542
844,1084,2679,1526
852,1094,2655,1512
866,1112,2612,1487
875,1123,2585,1471
890,1144,2540,1445
903,1163,2502,1423
910,1173,2481,1410
934,1208,2409,1369
944,1223,2380,1352
972,1267,2298,1305
998,1312,2222,1261
1016,1343,2171,1231
1033,1372,2122,1203
1056,1417,2058,1166
1081,1468,1990,1127
1128,1567,1864,1055
1138,1591,1837,1040
1159,1642,1781,1007
1179,1691,1729,978
1189,1715,1704,963
1199,1740,1678,949
1216,1790,1635,924
1225,1816,1612,911
1233,1840,1592,899
1242,1866,1570,887
1259,1916,1529,864
1276,1966,1488,840
1283,1990,1471,831
1332,2166,1356,765
1421,2540,1163,656
1432,2589,1140,642
1460,2738,1082,610
1469,2788,1063,599
1478,2838,1045,589
1505,2987,993,559
1514,3037,975,550
1529,3136,947,533
1536,3185,933,526
1572,3435,867,488
1600,3634,818,461
1612,3739,797,449
1617,3783,788,444
1634,3932,760,428
1640,3985,750,422
1651,4081,733,412
1657,4134,723,407
1674,4283,696,392
1692,4476,668,376
1746,5083,587,330
1755,5184,573,322
1771,5377,551,310
1785,5580,533,300
1798,5769,516,290
1805,5871,507,285
1812,5973,498,280
1833,6278,473,266
1846,6467,457,257
1859,6717,442,249
1887,7265,412,232
1895,7422,403,227
1992,10096,297,167
2027,12439,257,144
2032,12907,250,141
2038,13468,242,136
2043,13936,236,133
2054,14965,220,124
2075,16929,187,105
2079,17304,180,101
