Nums:98,,,
0,534,5768,3346
48,565,5447,3167
50,566,5434,3160
98,599,5116,2983
99,600,5109,2980
100,601,5103,2976
148,638,4795,2803
149,639,4789,2800
150,640,4783,2796
198,680,4506,2630
199,681,4500,2627
200,682,4495,2623
248,727,4237,2459
249,728,4231,2455
250,729,4225,2452
298,779,3953,2301
299,780,3948,2298
300,781,3943,2295
348,837,3689,2140
349,838,3683,2137
350,839,3677,2134
397,900,3439,1986
398,902,3434,1983
399,903,3430,1980
471,1010,3072,1779
472,1012,3067,1776
520,1095,2864,1644
521,1097,2859,1641
522,1098,2854,1639
570,1192,2626,1512
571,1194,2622,1509
572,1196,2618,1505
620,1303,2412,1385
621,1305,2407,1383
622,1307,2402,1381
670,1429,2207,1262
671,1432,2203,1260
672,1434,2199,1258
710,1545,2051,1169
711,1547,2047,1167
712,1550,2043,1164
751,1675,1891,1082
752,1678,1887,1080
805,1872,1703,965
806,1876,1699,963
807,1880,1695,961
844,2036,1566,893
845,2041,1563,891
846,2045,1559,889
884,2225,1434,815
885,2230,1431,813
886,2235,1427,811
924,2438,1313,744
925,2443,1310,743
926,2448,1307,741
964,2677,1197,680
965,2683,1194,679
966,2689,1192,677
1002,2932,1098,626
1003,2938,1096,624
1004,2946,1094,623
1042,3230,1002,566
1043,3237,1000,565
1044,3245,997,563
1082,3564,909,516
1083,3573,906,515
1084,3581,904,514
1108,3799,850,484
1109,3808,848,482
1110,3817,846,481
1146,4180,772,434
1147,4190,771,433
1148,4200,769,433
1196,4742,690,392
1197,4753,688,391
1198,4765,686,390
1221,5054,649,370
1222,5067,647,369
1223,5080,645,368
1246,5396,607,346
1247,5410,605,345
1248,5424,603,344
1275,5839,560,319
1276,5854,558,318
1277,5871,556,318
1300,6280,524,297
1301,6298,523,296
1302,6317,522,295
1325,6805,484,278
1326,6826,483,277
1327,6850,481,277
1348,7403,447,258
1349,7429,446,257
1350,7460,444,256
1368,8100,412,234
1369,8135,410,233
1370,8182,408,232
1394,9569,337,190
