Nums:169
   0,  600, 4504, 3396
   8,  603, 4467, 3369
  16,  609, 4430, 3341
  24,  615, 4392, 3314
  32,  621, 4355, 3285
  41,  627, 4317, 3257
  49,  634, 4280, 3229
  56,  640, 4243, 3201
  64,  646, 4205, 3173
  72,  652, 4168, 3145
  79,  657, 4130, 3117
  88,  663, 4096, 3092
  96,  669, 4062, 3066
 103,  675, 4028, 3040
 109,  681, 3993, 3015
 116,  687, 3960, 2989
 124,  693, 3925, 2963
 131,  699, 3890, 2938
 138,  705, 3856, 2912
 145,  711, 3822, 2886
 152,  718, 3787, 2860
 159,  724, 3757, 2838
 166,  730, 3728, 2815
 173,  736, 3697, 2792
 179,  741, 3667, 2770
 186,  747, 3636, 2747
 193,  753, 3606, 2724
 200,  759, 3576, 2702
 207,  766, 3546, 2679
 212,  771, 3516, 2656
 218,  778, 3485, 2633
 224,  784, 3461, 2615
 229,  789, 3437, 2597
 235,  796, 3414, 2578
 240,  801, 3389, 2560
 246,  808, 3364, 2541
 252,  814, 3340, 2523
 258,  819, 3315, 2505
 264,  826, 3291, 2486
 269,  832, 3267, 2468
 280,  844, 3221, 2433
 286,  849, 3199, 2416
 292,  856, 3177, 2400
 297,  861, 3155, 2383
 303,  868, 3133, 2366
 308,  873, 3111, 2350
 318,  886, 3067, 2317
 322,  893, 3045, 2300
 327,  898, 3023, 2283
 333,  904, 3005, 2269
 339,  912, 2986, 2255
 357,  934, 2911, 2198
 376,  957, 2835, 2140
 384,  970, 2805, 2117
 392,  983, 2774, 2094
 399,  994, 2744, 2071
 414, 1018, 2682, 2024
 422, 1029, 2653, 2002
 429, 1042, 2624, 1980
 437, 1053, 2594, 1957
 445, 1066, 2565, 1936
 453, 1079, 2535, 1912
 460, 1092, 2507, 1891
 467, 1102, 2479, 1870
 475, 1114, 2451, 1849
 482, 1126, 2423, 1828
 489, 1137, 2395, 1806
 497, 1150, 2372, 1789
 509, 1167, 2337, 1762
 524, 1199, 2279, 1718
 537, 1228, 2228, 1680
 552, 1256, 2188, 1649
 566, 1287, 2126, 1602
 581, 1317, 2075, 1563
 595, 1349, 2024, 1524
 607, 1379, 1987, 1496
 618, 1412, 1950, 1468
 629, 1439, 1913, 1440
 639, 1470, 1877, 1412
 650, 1498, 1839, 1383
 661, 1531, 1804, 1357
 672, 1558, 1770, 1330
 683, 1589, 1734, 1304
 702, 1647, 1663, 1250
 711, 1680, 1638, 1231
 727, 1740, 1588, 1193
 743, 1799, 1538, 1155
 752, 1829, 1513, 1137
 760, 1858, 1488, 1118
 777, 1921, 1438, 1080
 793, 1980, 1394, 1047
 800, 2011, 1374, 1032
 812, 2072, 1335, 1003
 818, 2102, 1315,  989
 823, 2127, 1300,  976
 830, 2157, 1284,  964
 836, 2188, 1268,  952
 842, 2218, 1252,  940
 848, 2248, 1236,  928
 854, 2278, 1220,  916
 860, 2309, 1204,  904
 866, 2339, 1187,  892
 872, 2369, 1171,  881
 878, 2399, 1154,  867
 884, 2429, 1142,  858
 890, 2460, 1129,  848
 896, 2490, 1117,  839
 903, 2524, 1102,  828
 912, 2579, 1079,  810
 921, 2641, 1054,  791
 930, 2703, 1026,  771
 938, 2758, 1008,  757
 947, 2821,  989,  742
 956, 2883,  967,  726
 965, 2938,  948,  711
 974, 3000,  926,  695
 982, 3062,  908,  682
 991, 3117,  890,  669
1000, 3179,  873,  655
1007, 3244,  853,  641
1013, 3297,  836,  628
1034, 3482,  793,  596
1042, 3544,  777,  584
1048, 3606,  763,  574
1066, 3778,  731,  549
1072, 3840,  720,  540
1085, 3964,  697,  523
1090, 4026,  686,  515
1102, 4139,  666,  499
1107, 4202,  655,  491
1112, 4261,  647,  485
1117, 4321,  639,  479
1123, 4381,  631,  474
1128, 4440,  623,  467
1133, 4500,  615,  462
1138, 4560,  607,  455
1143, 4619,  599,  449
1148, 4679,  591,  443
1152, 4743,  583,  437
1157, 4799,  574,  431
1161, 4869,  567,  426
1166, 4925,  561,  421
1170, 4982,  555,  417
1174, 5038,  549,  412
1181, 5108,  542,  407
1189, 5220,  530,  397
1196, 5347,  516,  387
1201, 5403,  510,  382
1211, 5517,  500,  375
1220, 5702,  484,  363
1229, 5819,  474,  356
1239, 6004,  458,  344
1248, 6208,  445,  334
1256, 6331,  435,  327
1262, 6537,  421,  317
1266, 6599,  416,  313
1271, 6721,  410,  308
1276, 6852,  402,  303
1282, 6982,  395,  297
1288, 7138,  386,  290
1311, 7919,  345,  260
1318, 8219,  334,  251
1324, 8445,  323,  244
1328, 8758,  312,  235
1329, 8812,  310,  233
1330, 8881,  308,  231
1331, 8950,  306,  230
1332, 9018,  303,  228
1334, 9156,  299,  225
