Nums:160
   0,   673,  5794,  4442
  49,   699,  5561,  4270
  98,   727,  5338,  4101
  99,   728,  5333,  4098
 100,   729,  5328,  4094
 148,   758,  5117,  3933
 150,   759,  5108,  3926
 198,   790,  4903,  3771
 199,   791,  4899,  3768
 200,   792,  4894,  3764
 248,   825,  4698,  3611
 249,   826,  4694,  3608
 250,   827,  4689,  3604
 298,   862,  4496,  3455
 299,   863,  4492,  3452
 300,   864,  4487,  3448
 333,   890,  4360,  3350
 334,   891,  4356,  3347
 335,   892,  4352,  3344
 383,   933,  4168,  3199
 385,   934,  4160,  3192
 433,   978,  3978,  3052
 434,   979,  3974,  3049
 435,   980,  3971,  3046
 483,  1030,  3794,  2907
 484,  1031,  3790,  2904
 485,  1030,  3786,  2901
 553,  1104,  3542,  2711
 554,  1105,  3538,  2708
 555,  1106,  3535,  2705
 578,  1133,  3456,  2643
 579,  1134,  3452,  2640
 580,  1135,  3449,  2637
 618,  1182,  3316,  2535
 619,  1184,  3312,  2532
 620,  1185,  3309,  2529
 658,  1235,  3180,  2428
 659,  1237,  3176,  2426
 660,  1238,  3172,  2423
 698,  1292,  2963,  2322
 699,  1294,  2957,  2320
 700,  1295,  2954,  2317
 738,  1353,  2912,  2220
 739,  1355,  2911,  2218
 740,  1357,  2909,  2215
 778,  1419,  2785,  2120
 779,  1421,  2782,  2118
 780,  1422,  2779,  2115
 818,  1490,  2659,  2022
 819,  1492,  2656,  2020
 820,  1493,  2652,  2017
 847,  1544,  2499,  1952
 848,  1546,  2493,  1950
 849,  1548,  2490,  1947
 887,  1625,  2444,  1858
 888,  1627,  2443,  1856
 889,  1629,  2441,  1853
 927,  1712,  2326,  1764
 928,  1714,  2323,  1762
 929,  1717,  2320,  1759
 967,  1807,  2209,  1674
 968,  1809,  2206,  1672
 969,  1812,  2203,  1669
1007,  1910,  2093,  1584
1008,  1913,  2090,  1582
1009,  1915,  2087,  1580
1020,  1945,  2056,  1557
1021,  1948,  2053,  1555
1022,  1951,  2050,  1552
1060,  2061,  1944,  1471
1061,  2064,  1941,  1469
1062,  2066,  1938,  1466
1100,  2187,  1836,  1387
1101,  2190,  1833,  1385
1102,  2193,  1830,  1382
1140,  2324,  1730,  1306
1141,  2328,  1727,  1304
1142,  2331,  1724,  1302
1180,  2475,  1626,  1227
1181,  2479,  1624,  1226
1182,  2483,  1621,  1223
1220,  2641,  1527,  1152
1221,  2645,  1524,  1150
1222,  2649,  1521,  1148
1260,  2822,  1389,  1078
1261,  2827,  1386,  1076
1262,  2831,  1382,  1074
1285,  2945,  1368,  1034
1286,  2950,  1367,  1032
1287,  2955,  1366,  1030
1310,  3075,  1314,   990
1311,  3080,  1312,   988
1312,  3086,  1309,   986
1335,  3214,  1258,   948
1336,  3219,  1256,   946
1337,  3225,  1254,   944
1385,  3519,  1150,   866
1386,  3525,  1148,   865
1387,  3531,  1146,   863
1425,  3790,  1038,   805
1426,  3797,  1035,   803
1427,  3803,  1032,   801
1465,  4088,   990,   746
1466,  4095,   989,   745
1467,  4103,   987,   743
1494,  4322,   938,   706
1495,  4331,   936,   704
1496,  4339,   934,   703
1534,  4673,   843,   653
1535,  4682,   840,   652
1536,  4691,   838,   650
1574,  5056,   801,   604
1575,  5066,   800,   603
1576,  5075,   799,   601
1663,  6030,   673,   507
1664,  6041,   672,   506
1665,  6051,   670,   504
1703,  6522,   622,   468
1704,  6535,   621,   467
1705,  6547,   620,   466
1726,  6822,   595,   447
1727,  6835,   594,   446
1750,  7148,   568,   427
1751,  7162,   567,   426
1752,  7175,   566,   425
1777,  7533,   539,   406
1778,  7548,   538,   405
1779,  7562,   537,   404
1802,  7906,   514,   387
1803,  7921,   513,   386
1804,  7936,   512,   385
1827,  8298,   490,   368
1828,  8314,   489,   368
1829,  8330,   488,   367
1852,  8715,   466,   351
1853,  8732,   466,   350
1854,  8749,   465,   349
1878,  9184,   443,   333
1879,  9202,   442,   332
1884,  9296,   437,   329
1885,  9314,   437,   328
1886,  9333,   436,   327
1909,  9808,   415,   312
1910,  9829,   414,   311
1911,  9849,   413,   310
1935, 10420,   390,   294
1936, 10443,   389,   293
1949, 10800,   376,   283
1950, 10827,   375,   282
1951, 10855,   374,   281
1969, 11440,   355,   267
1970, 11472,   354,   266
1971, 11507,   353,   266
1979, 11810,   344,   259
1980, 11848,   343,   258
1981, 11886,   342,   257
1994, 12482,   334,   245
1995, 12528,   333,   244
1996, 12574,   333,   243
2000, 12811,   324,   239
