Nums:47
   0,   600,  4504,  3396
  98,   675,  4016,  3032
  99,   676,  4011,  3028
 100,   677,  4006,  3025
 199,   763,  3549,  2682
 200,   764,  3544,  2678
 299,   870,  3114,  2352
 300,   871,  3109,  2348
 372,   964,  2815,  2125
 373,   965,  2810,  2122
 374,   967,  2807,  2119
 486,  1147,  2372,  1788
 487,  1149,  2368,  1786
 586,  1358,  2010,  1513
 587,  1360,  2006,  1510
 686,  1634,  1676,  1260
 687,  1636,  1672,  1257
 786,  2003,  2723,  2046
 787,  2007,  2734,  2054
 886,  2505,  1111,   834
 887,  2510,  1095,   822
 986,  3194,   862,   647
 987,  3200,   859,   645
1040,  3668,   751,   564
1041,  3677,   748,   562
1042,  3686,   747,   561
1090,  4181,   659,   495
1091,  4191,   657,   493
1092,  4202,   655,   492
1134,  4703,   586,   440
1135,  4715,   584,   438
1184,  5403,   510,   383
1185,  5417,   508,   381
1219,  5988,   460,   345
1220,  6004,   459,   344
1221,  6023,   457,   343
1249,  6600,   417,   313
1250,  6620,   415,   312
1251,  6644,   414,   311
1273,  7217,   381,   286
1274,  7243,   379,   285
1305,  8407,   326,   245
1306,  8445,   324,   244
1307,  8491,   322,   243
1312,  8759,   312,   235
1313,  8812,   310,   233
1318,  9156,   299,   225
